product_id,product_name,category_id,category_name,subcategory_name,brand,sku,unit_price,cost_price,weight_kg,is_active,launch_date,gross_margin_pct
PROD-B78E8145,ValuePick Furniture Model-613,CAT-008,Home & Garden,Furniture,Natureco,SKU-684579,1010.17,569.48,7.89,True,2022-07-02,43.63
PROD-7A866F74,SportZen Fiction Model-677,CAT-013,Books,Fiction,Glowup,SKU-785274,1607.17,703.62,14.21,False,2020-05-04,56.22
PROD-4D812C50,SportZen Men's Wear Model-851,CAT-005,Clothing,Men's Wear,Luxbrand,SKU-847951,285.81,107.46,12.31,False,2022-04-08,62.4
PROD-2AD96D15,QuickFit Accessories Model-616,CAT-004,Electronics,Accessories,Readmore,SKU-832446,1222.07,808.91,0.98,True,2024-03-26,33.81
PROD-06B360E0,GadgetHub Fiction Model-585,CAT-013,Books,Fiction,Glowup,SKU-730622,1895.11,751.91,23.38,True,2020-04-02,60.32
PROD-AD7D05F0,GadgetHub Men's Wear Model-935,CAT-005,Clothing,Men's Wear,Valuepick,SKU-674496,705.4,427.39,16.47,True,2021-09-14,39.41
PROD-A73745A8,TechPro Parts Model-804,CAT-020,Automotive,Parts,Glowup,SKU-201569,629.63,422.37,21.9,True,2019-07-16,32.92
PROD-77859119,QuickFit Smartphones Model-580,CAT-001,Electronics,Smartphones,Natureco,SKU-605669,804.8,540.4,8.41,True,2023-05-16,32.85
PROD-D4EF4EF8,KidsWorld Skincare Model-298,CAT-015,Beauty,Skincare,Styleco,SKU-552361,566.16,368.38,17.96,True,2023-03-13,34.93
PROD-FD084764,KidsWorld Furniture Model-793,CAT-008,Home & Garden,Furniture,Luxbrand,SKU-130233,684.4,337.21,20.79,True,2018-05-06,50.73
PROD-600CDE68,StyleCo Outdoor Model-397,CAT-011,Sports,Outdoor,Luxbrand,SKU-569664,419.53,164.03,23.99,True,2023-11-02,60.9
PROD-79A38775,ValuePick Tablets Model-128,CAT-003,Electronics,Tablets,Quickfit,SKU-624381,1130.76,678.45,6.55,True,2021-09-21,40.0
PROD-04252B99,GadgetHub Organic Model-889,CAT-019,Food,Organic,Glowup,SKU-343195,893.65,537.04,18.38,True,2023-07-22,39.9
PROD-40D2014D,StyleCo Accessories Model-628,CAT-004,Electronics,Accessories,Readmore,SKU-215315,114.05,70.78,24.61,False,2024-01-06,37.94
PROD-5F0FBDD9,NatureCo Decor Model-806,CAT-010,Home & Garden,Decor,Quickfit,SKU-986959,377.8,158.59,22.77,True,2022-05-11,58.02
PROD-C2E4D163,NatureCo Parts Model-388,CAT-020,Automotive,Parts,Homeplus,SKU-902270,985.29,456.23,10.51,False,2019-04-06,53.7
PROD-48DBF318,LuxBrand Kitchen Model-265,CAT-009,Home & Garden,Kitchen,Luxbrand,SKU-104643,431.56,164.98,2.73,True,2020-07-09,61.77
PROD-12B5E00D,TechPro Smartphones Model-843,CAT-001,Electronics,Smartphones,Kidsworld,SKU-760253,143.74,65.35,24.74,False,2020-02-23,54.54
PROD-1389FFBC,GadgetHub Accessories Model-497,CAT-004,Electronics,Accessories,Autoparts,SKU-766747,997.96,436.0,4.18,False,2022-07-01,56.31
PROD-0151E96C,KidsWorld Tablets Model-305,CAT-003,Electronics,Tablets,Glowup,SKU-870028,137.33,52.81,20.92,True,2018-09-18,61.55
PROD-98485933,EcoLife Decor Model-693,CAT-010,Home & Garden,Decor,Glowup,SKU-491106,1450.88,512.88,23.18,True,2023-10-14,64.65
PROD-35337371,TechPro Skincare Model-286,CAT-015,Beauty,Skincare,Glowup,SKU-966597,1306.31,775.22,1.21,True,2024-03-22,40.66
PROD-8D26D1A2,HomePlus Men's Wear Model-361,CAT-005,Clothing,Men's Wear,Sportzen,SKU-115603,858.62,410.13,18.84,True,2022-12-01,52.23
PROD-AAA13DB0,QuickFit Fiction Model-996,CAT-013,Books,Fiction,Autoparts,SKU-174699,1015.98,509.33,1.08,True,2019-04-05,49.87
PROD-EF4881F9,QuickFit Fitness Model-546,CAT-012,Sports,Fitness,Trendset,SKU-165956,762.96,416.58,14.51,True,2019-06-21,45.4
PROD-447C473F,StyleCo Tablets Model-951,CAT-003,Electronics,Tablets,Techpro,SKU-631956,1944.59,792.75,15.66,False,2022-08-02,59.23
PROD-18544AC4,SportZen Furniture Model-950,CAT-008,Home & Garden,Furniture,Kidsworld,SKU-635028,1866.99,917.79,0.22,False,2018-06-21,50.84
PROD-E70CB852,TrendSet Action Figures Model-587,CAT-018,Toys,Action Figures,Glowup,SKU-585052,416.0,212.92,9.0,True,2023-10-31,48.82
PROD-06B21EC7,StyleCo Fiction Model-215,CAT-013,Books,Fiction,Techpro,SKU-258888,1232.39,550.73,24.43,True,2021-01-07,55.31
PROD-8D1DF671,QuickFit Tablets Model-773,CAT-003,Electronics,Tablets,Valuepick,SKU-752848,593.38,291.67,21.57,True,2019-06-20,50.85
PROD-42DAD706,SportZen Action Figures Model-719,CAT-018,Toys,Action Figures,Gadgethub,SKU-408269,1537.09,814.31,5.57,False,2021-06-15,47.02
PROD-A7718461,HomePlus Outdoor Model-798,CAT-011,Sports,Outdoor,Autoparts,SKU-356315,208.52,139.69,18.79,True,2022-08-10,33.01
PROD-C5BC56DD,HomePlus Fitness Model-141,CAT-012,Sports,Fitness,Autoparts,SKU-728152,676.1,370.0,12.6,True,2022-03-04,45.27
PROD-2003C0BF,NatureCo Furniture Model-333,CAT-008,Home & Garden,Furniture,Readmore,SKU-762659,71.24,46.53,15.44,False,2018-05-11,34.69
PROD-C594110D,NatureCo Makeup Model-330,CAT-016,Beauty,Makeup,Styleco,SKU-429871,49.93,29.45,8.11,True,2018-12-09,41.02
PROD-FD80227C,AutoParts Fiction Model-718,CAT-013,Books,Fiction,Kidsworld,SKU-419672,240.28,104.36,6.73,True,2023-04-19,56.57
PROD-BF2AFE70,GlowUp Tablets Model-388,CAT-003,Electronics,Tablets,Ecolife,SKU-107035,352.67,212.63,12.12,True,2019-01-14,39.71
PROD-7050FCA3,GlowUp Parts Model-826,CAT-020,Automotive,Parts,Homeplus,SKU-644613,797.46,350.78,10.55,True,2020-04-04,56.01
PROD-BD03C19E,TechPro Accessories Model-292,CAT-004,Electronics,Accessories,Homeplus,SKU-317090,1989.75,1324.81,18.91,True,2019-01-16,33.42
PROD-781CBE65,KidsWorld Laptops Model-307,CAT-002,Electronics,Laptops,Glowup,SKU-710609,1251.22,661.03,12.24,True,2023-10-28,47.17
PROD-368D9A56,QuickFit Tablets Model-868,CAT-003,Electronics,Tablets,Ecolife,SKU-672727,1654.2,1108.82,10.02,False,2024-05-17,32.97
PROD-47CEBFDC,KidsWorld Tablets Model-889,CAT-003,Electronics,Tablets,Techpro,SKU-195845,1274.8,734.58,12.49,True,2020-01-28,42.38
PROD-38B497C9,QuickFit Kitchen Model-839,CAT-009,Home & Garden,Kitchen,Sportzen,SKU-212987,1905.22,816.96,18.28,True,2022-04-08,57.12
PROD-CDADFA53,ReadMore Fiction Model-296,CAT-013,Books,Fiction,Natureco,SKU-167317,1117.73,514.29,4.68,False,2023-12-28,53.99
PROD-99CFFE06,ValuePick Organic Model-657,CAT-019,Food,Organic,Valuepick,SKU-260925,57.64,21.39,13.75,True,2018-02-22,62.89
PROD-9C21961B,HomePlus Makeup Model-465,CAT-016,Beauty,Makeup,Styleco,SKU-732483,790.08,368.43,7.29,False,2023-11-09,53.37
PROD-FA33E31B,SportZen Makeup Model-306,CAT-016,Beauty,Makeup,Sportzen,SKU-933320,679.89,468.22,13.57,True,2021-03-26,31.13
PROD-B73FD82D,ValuePick Fiction Model-217,CAT-013,Books,Fiction,Glowup,SKU-467428,61.33,34.53,17.29,False,2022-03-30,43.7
PROD-DB80A14B,GlowUp Fitness Model-362,CAT-012,Sports,Fitness,Readmore,SKU-735774,1301.81,531.76,15.06,False,2023-01-18,59.15
PROD-224FA142,ReadMore Laptops Model-472,CAT-002,Electronics,Laptops,Glowup,SKU-541076,1380.81,648.25,10.48,True,2024-03-02,53.05
PROD-0805F848,GlowUp Fitness Model-383,CAT-012,Sports,Fitness,Homeplus,SKU-626030,953.88,486.92,8.46,True,2018-10-16,48.95
PROD-32424786,StyleCo Outdoor Model-524,CAT-011,Sports,Outdoor,Natureco,SKU-132186,1080.05,607.76,1.99,True,2021-12-25,43.73
PROD-F985E957,TrendSet Parts Model-466,CAT-020,Automotive,Parts,Kidsworld,SKU-936035,624.66,377.24,21.88,True,2022-01-01,39.61
PROD-C78C4ECB,TrendSet Women's Wear Model-509,CAT-006,Clothing,Women's Wear,Valuepick,SKU-915839,219.2,130.07,21.94,False,2020-08-30,40.66
PROD-385D425D,EcoLife Kitchen Model-291,CAT-009,Home & Garden,Kitchen,Autoparts,SKU-528216,455.32,239.97,12.7,True,2020-12-26,47.3
PROD-F00C99E7,GlowUp Smartphones Model-653,CAT-001,Electronics,Smartphones,Homeplus,SKU-659582,1553.06,833.24,1.41,False,2024-05-14,46.35
PROD-6480ED89,GlowUp Men's Wear Model-132,CAT-005,Clothing,Men's Wear,Quickfit,SKU-946804,1002.09,481.28,4.89,True,2023-05-01,51.97
PROD-23902FB6,SportZen Furniture Model-903,CAT-008,Home & Garden,Furniture,Autoparts,SKU-766146,942.26,571.88,14.88,True,2020-11-29,39.31
PROD-44132944,TrendSet Action Figures Model-211,CAT-018,Toys,Action Figures,Luxbrand,SKU-246729,1998.7,1234.22,3.44,True,2022-08-23,38.25
PROD-EFEB946B,KidsWorld Outdoor Model-559,CAT-011,Sports,Outdoor,Quickfit,SKU-914565,1477.06,533.32,13.13,False,2018-05-18,63.89
PROD-68BEF712,AutoParts Furniture Model-331,CAT-008,Home & Garden,Furniture,Luxbrand,SKU-245510,1238.81,775.76,22.89,True,2019-10-12,37.38
PROD-0AC72667,QuickFit Laptops Model-678,CAT-002,Electronics,Laptops,Techpro,SKU-280519,936.14,646.85,15.42,True,2021-12-02,30.9
PROD-BA6F4B0C,ValuePick Action Figures Model-882,CAT-018,Toys,Action Figures,Luxbrand,SKU-271859,1779.99,723.22,23.78,False,2020-11-11,59.37
PROD-916ED3E1,ValuePick Laptops Model-221,CAT-002,Electronics,Laptops,Sportzen,SKU-430524,77.28,53.22,16.36,True,2023-01-07,31.13
PROD-9DFC6122,EcoLife Fitness Model-615,CAT-012,Sports,Fitness,Gadgethub,SKU-840445,1733.95,1211.15,5.47,True,2020-12-24,30.15
PROD-462CD125,AutoParts Makeup Model-334,CAT-016,Beauty,Makeup,Glowup,SKU-701326,1576.22,1000.7,8.3,True,2020-08-22,36.51
PROD-F7A31305,GlowUp Decor Model-541,CAT-010,Home & Garden,Decor,Techpro,SKU-426488,1515.78,1035.55,24.41,True,2022-03-14,31.68
PROD-91752158,KidsWorld Fiction Model-376,CAT-013,Books,Fiction,Autoparts,SKU-147711,696.12,404.49,20.47,False,2018-03-27,41.89
PROD-F746A4BF,TechPro Tablets Model-470,CAT-003,Electronics,Tablets,Readmore,SKU-888140,1563.11,846.59,16.24,False,2019-12-14,45.84
PROD-135A6F75,TrendSet Outdoor Model-708,CAT-011,Sports,Outdoor,Valuepick,SKU-984042,1412.38,629.63,4.13,True,2023-09-16,55.42
PROD-81DC308A,LuxBrand Decor Model-967,CAT-010,Home & Garden,Decor,Valuepick,SKU-931498,872.76,491.88,6.49,True,2023-07-13,43.64
PROD-02B2C840,GadgetHub Educational Model-159,CAT-017,Toys,Educational,Quickfit,SKU-332148,1981.2,1031.32,24.53,True,2019-11-07,47.94
PROD-78ED3560,AutoParts Men's Wear Model-292,CAT-005,Clothing,Men's Wear,Ecolife,SKU-548734,536.22,241.09,9.88,False,2019-08-18,55.04
PROD-6BB61EBF,TrendSet Skincare Model-297,CAT-015,Beauty,Skincare,Homeplus,SKU-112419,1027.14,688.86,15.21,True,2019-12-22,32.93
PROD-77F2AD22,QuickFit Women's Wear Model-271,CAT-006,Clothing,Women's Wear,Quickfit,SKU-700838,1892.07,1137.82,21.24,True,2021-12-03,39.86
PROD-1DC95744,KidsWorld Outdoor Model-814,CAT-011,Sports,Outdoor,Luxbrand,SKU-533251,1349.29,676.43,2.61,True,2018-11-17,49.87
PROD-0A3F0E4F,TechPro Non-Fiction Model-104,CAT-014,Books,Non-Fiction,Readmore,SKU-752433,1218.36,795.05,10.11,False,2023-06-21,34.74
PROD-B6E22D0B,KidsWorld Laptops Model-194,CAT-002,Electronics,Laptops,Kidsworld,SKU-558313,1046.6,450.26,14.32,True,2020-07-11,56.98
PROD-BA601556,TechPro Furniture Model-585,CAT-008,Home & Garden,Furniture,Homeplus,SKU-664778,364.97,171.15,22.85,False,2020-10-07,53.11
PROD-9EE64D16,TechPro Educational Model-926,CAT-017,Toys,Educational,Autoparts,SKU-853132,1642.0,601.87,23.44,True,2021-05-02,63.35
PROD-C717F521,ReadMore Makeup Model-865,CAT-016,Beauty,Makeup,Valuepick,SKU-718271,1744.62,938.86,2.98,True,2022-11-09,46.19
PROD-900EB4D1,GadgetHub Smartphones Model-572,CAT-001,Electronics,Smartphones,Kidsworld,SKU-691807,1259.37,825.87,5.83,True,2022-09-19,34.42
PROD-0C568A93,TrendSet Kids Model-942,CAT-007,Clothing,Kids,Quickfit,SKU-924022,1410.66,952.14,5.71,False,2023-02-19,32.5
PROD-0C9979E6,SportZen Men's Wear Model-790,CAT-005,Clothing,Men's Wear,Valuepick,SKU-913439,39.0,16.39,14.04,True,2019-04-28,57.97
PROD-696B3CFD,EcoLife Educational Model-754,CAT-017,Toys,Educational,Ecolife,SKU-563846,303.48,169.22,0.57,True,2022-01-25,44.24
PROD-AE48DC6D,StyleCo Fiction Model-390,CAT-013,Books,Fiction,Natureco,SKU-239753,1007.92,512.39,7.91,True,2020-08-15,49.16
PROD-592BEFCF,SportZen Men's Wear Model-304,CAT-005,Clothing,Men's Wear,Quickfit,SKU-807929,652.28,408.19,14.0,False,2021-05-31,37.42
PROD-84845B89,KidsWorld Outdoor Model-511,CAT-011,Sports,Outdoor,Techpro,SKU-447663,1271.7,658.33,23.75,True,2021-10-02,48.23
PROD-9E907128,QuickFit Educational Model-481,CAT-017,Toys,Educational,Readmore,SKU-610475,324.17,205.31,6.82,True,2021-03-01,36.67
PROD-858AB4F9,GlowUp Makeup Model-282,CAT-016,Beauty,Makeup,Readmore,SKU-744350,1991.43,1332.76,10.38,False,2019-05-17,33.08
PROD-AD3C00CE,TrendSet Fiction Model-355,CAT-013,Books,Fiction,Sportzen,SKU-429663,1173.87,447.49,0.52,True,2020-12-18,61.88
PROD-B3F86351,TechPro Educational Model-847,CAT-017,Toys,Educational,Sportzen,SKU-987224,1530.76,957.98,16.43,True,2021-10-18,37.42
PROD-56F31BB3,GlowUp Fitness Model-463,CAT-012,Sports,Fitness,Valuepick,SKU-546484,805.92,426.78,16.41,True,2023-04-10,47.04
PROD-A83E8E31,SportZen Men's Wear Model-419,CAT-005,Clothing,Men's Wear,Homeplus,SKU-102880,948.19,591.95,6.33,True,2023-03-31,37.57
PROD-DF8EED40,GadgetHub Furniture Model-114,CAT-008,Home & Garden,Furniture,Kidsworld,SKU-805479,1977.56,1113.05,22.16,True,2019-04-05,43.72
PROD-683DCBFD,ReadMore Women's Wear Model-431,CAT-006,Clothing,Women's Wear,Kidsworld,SKU-831087,1220.83,823.41,10.77,True,2019-07-28,32.55
PROD-5A46DDE5,ValuePick Educational Model-100,CAT-017,Toys,Educational,Styleco,SKU-744033,350.73,231.62,22.9,True,2023-09-28,33.96
PROD-7F7F55BF,KidsWorld Kitchen Model-284,CAT-009,Home & Garden,Kitchen,Ecolife,SKU-641727,58.52,39.52,7.95,True,2021-01-20,32.47
PROD-17FD477B,NatureCo Furniture Model-654,CAT-008,Home & Garden,Furniture,Valuepick,SKU-357865,1539.68,634.45,15.25,True,2022-04-13,58.79
PROD-B0B91340,HomePlus Kids Model-909,CAT-007,Clothing,Kids,Glowup,SKU-449938,1403.41,750.44,15.01,False,2018-07-28,46.53
PROD-723AAB36,LuxBrand Educational Model-660,CAT-017,Toys,Educational,Sportzen,SKU-279941,1115.37,753.22,12.79,True,2021-04-19,32.47
PROD-D81A8A9B,TrendSet Non-Fiction Model-255,CAT-014,Books,Non-Fiction,Ecolife,SKU-881286,1509.53,597.43,21.98,True,2019-05-12,60.42
PROD-E4563851,TrendSet Outdoor Model-302,CAT-011,Sports,Outdoor,Homeplus,SKU-869830,646.5,329.33,10.96,False,2023-02-07,49.06
PROD-1314410E,GadgetHub Non-Fiction Model-860,CAT-014,Books,Non-Fiction,Kidsworld,SKU-656912,1704.51,1016.31,15.54,True,2021-08-17,40.38
PROD-1F4ED969,AutoParts Furniture Model-737,CAT-008,Home & Garden,Furniture,Sportzen,SKU-977238,916.92,448.19,0.14,True,2023-10-27,51.12
PROD-76FB4918,TrendSet Accessories Model-435,CAT-004,Electronics,Accessories,Gadgethub,SKU-904061,124.9,75.08,18.87,False,2022-01-08,39.89
PROD-7FF8BD17,ReadMore Decor Model-802,CAT-010,Home & Garden,Decor,Natureco,SKU-122526,1304.5,755.25,16.04,True,2022-02-17,42.1
PROD-482713AE,NatureCo Smartphones Model-581,CAT-001,Electronics,Smartphones,Kidsworld,SKU-214139,1422.33,919.36,21.0,True,2018-12-23,35.36
PROD-34E2FB5A,SportZen Fitness Model-353,CAT-012,Sports,Fitness,Autoparts,SKU-979947,1329.19,522.97,16.05,False,2023-08-26,60.65
PROD-E4E6FB9B,TechPro Kitchen Model-149,CAT-009,Home & Garden,Kitchen,Sportzen,SKU-915754,1778.77,1116.85,3.23,False,2021-05-15,37.21
PROD-DBC7122D,EcoLife Furniture Model-150,CAT-008,Home & Garden,Furniture,Readmore,SKU-844716,156.18,98.93,7.18,True,2019-01-03,36.66
PROD-ECC2D989,GlowUp Fiction Model-297,CAT-013,Books,Fiction,Natureco,SKU-399749,846.18,551.58,8.28,True,2021-05-20,34.82
PROD-D2278948,ValuePick Educational Model-334,CAT-017,Toys,Educational,Sportzen,SKU-327552,1650.96,708.37,4.94,True,2020-04-10,57.09
PROD-C019937A,ValuePick Educational Model-775,CAT-017,Toys,Educational,Valuepick,SKU-187874,1943.77,1348.18,15.74,True,2021-12-14,30.64
PROD-D2AB3395,SportZen Kids Model-387,CAT-007,Clothing,Kids,Styleco,SKU-107351,1895.89,784.68,5.97,True,2024-02-12,58.61
PROD-B51E3A7C,ValuePick Fitness Model-323,CAT-012,Sports,Fitness,Natureco,SKU-154025,1993.54,1364.41,0.84,True,2023-01-14,31.56
PROD-3AC55CEB,NatureCo Smartphones Model-502,CAT-001,Electronics,Smartphones,Natureco,SKU-294048,113.97,57.47,4.4,True,2023-10-09,49.57
PROD-975D0A9D,LuxBrand Kids Model-206,CAT-007,Clothing,Kids,Trendset,SKU-926308,802.7,449.78,21.54,True,2023-05-24,43.97
PROD-23A40B66,EcoLife Smartphones Model-732,CAT-001,Electronics,Smartphones,Natureco,SKU-257941,264.89,172.33,11.12,True,2024-01-14,34.94
PROD-CAF57F6C,SportZen Laptops Model-795,CAT-002,Electronics,Laptops,Techpro,SKU-655913,1921.84,1035.34,8.24,True,2018-03-05,46.13
PROD-6B20D9B7,GadgetHub Laptops Model-870,CAT-002,Electronics,Laptops,Autoparts,SKU-671926,235.07,154.81,23.05,True,2023-06-27,34.14
PROD-5C43BEF4,LuxBrand Educational Model-486,CAT-017,Toys,Educational,Homeplus,SKU-993925,1612.57,1058.17,7.29,True,2020-05-11,34.38
PROD-9BF59F52,QuickFit Accessories Model-731,CAT-004,Electronics,Accessories,Natureco,SKU-263648,479.99,272.34,2.38,False,2019-02-24,43.26
PROD-42C7A53E,NatureCo Men's Wear Model-754,CAT-005,Clothing,Men's Wear,Quickfit,SKU-578281,1760.42,1073.98,7.9,True,2019-11-16,38.99
PROD-6966CD67,KidsWorld Men's Wear Model-885,CAT-005,Clothing,Men's Wear,Quickfit,SKU-693835,544.07,331.57,17.8,True,2020-03-02,39.06
PROD-6E8CB919,NatureCo Laptops Model-305,CAT-002,Electronics,Laptops,Techpro,SKU-405790,1261.81,530.24,5.03,True,2023-10-13,57.98
PROD-FCC5E07C,QuickFit Furniture Model-267,CAT-008,Home & Garden,Furniture,Homeplus,SKU-441100,70.62,48.93,20.67,False,2021-07-10,30.71
PROD-EF24CC8C,QuickFit Kitchen Model-132,CAT-009,Home & Garden,Kitchen,Kidsworld,SKU-394294,157.56,81.53,15.97,True,2021-05-05,48.25
PROD-EA6BDC4E,ValuePick Educational Model-701,CAT-017,Toys,Educational,Quickfit,SKU-479847,1529.62,828.02,15.1,False,2023-01-26,45.87
PROD-D24F142D,AutoParts Fitness Model-585,CAT-012,Sports,Fitness,Homeplus,SKU-971186,1035.31,422.83,23.51,True,2021-11-23,59.16
PROD-3F380662,NatureCo Organic Model-207,CAT-019,Food,Organic,Quickfit,SKU-498046,1618.12,876.04,6.97,True,2019-07-26,45.86
PROD-6DA5FB7C,HomePlus Smartphones Model-952,CAT-001,Electronics,Smartphones,Styleco,SKU-249551,1137.69,669.33,15.48,True,2021-08-14,41.17
PROD-9FDA90A1,HomePlus Smartphones Model-480,CAT-001,Electronics,Smartphones,Trendset,SKU-597785,1673.08,1074.88,21.95,True,2018-12-15,35.75
PROD-C95CA11C,QuickFit Parts Model-559,CAT-020,Automotive,Parts,Ecolife,SKU-579239,369.51,243.97,22.57,True,2022-10-02,33.97
PROD-563602D3,TrendSet Men's Wear Model-412,CAT-005,Clothing,Men's Wear,Natureco,SKU-415055,1874.48,948.67,18.76,True,2024-01-04,49.39
PROD-A1DCCD3E,TechPro Accessories Model-922,CAT-004,Electronics,Accessories,Valuepick,SKU-884121,118.02,82.6,14.16,False,2023-09-30,30.01
PROD-9EC82AFF,SportZen Accessories Model-876,CAT-004,Electronics,Accessories,Autoparts,SKU-410089,1535.81,606.5,10.56,True,2019-06-12,60.51
PROD-19157239,KidsWorld Smartphones Model-606,CAT-001,Electronics,Smartphones,Glowup,SKU-499861,925.44,470.51,10.06,False,2021-05-11,49.16
PROD-33C547C4,StyleCo Furniture Model-638,CAT-008,Home & Garden,Furniture,Luxbrand,SKU-169807,1470.53,1003.14,9.09,True,2018-01-27,31.78
PROD-BAC61D5C,GlowUp Action Figures Model-177,CAT-018,Toys,Action Figures,Trendset,SKU-348742,1374.35,681.01,8.16,True,2018-07-05,50.45
PROD-88EE82E5,GadgetHub Skincare Model-671,CAT-015,Beauty,Skincare,Natureco,SKU-406886,795.67,414.14,16.92,False,2021-05-04,47.95
PROD-6EF77DCB,TechPro Men's Wear Model-459,CAT-005,Clothing,Men's Wear,Autoparts,SKU-131624,398.25,176.52,13.17,True,2018-07-09,55.68
PROD-34963288,StyleCo Organic Model-639,CAT-019,Food,Organic,Homeplus,SKU-191151,154.94,70.66,18.55,False,2020-04-01,54.4
PROD-9097A692,NatureCo Men's Wear Model-104,CAT-005,Clothing,Men's Wear,Luxbrand,SKU-722744,102.2,36.17,9.27,True,2024-04-05,64.61
PROD-F30879DD,SportZen Smartphones Model-714,CAT-001,Electronics,Smartphones,Autoparts,SKU-230493,203.27,71.25,21.39,False,2020-06-25,64.95
PROD-072B3521,ValuePick Makeup Model-739,CAT-016,Beauty,Makeup,Sportzen,SKU-784151,1242.7,748.9,17.1,True,2019-11-06,39.74
PROD-197EF00D,NatureCo Organic Model-936,CAT-019,Food,Organic,Kidsworld,SKU-263557,325.26,206.54,2.31,True,2022-08-05,36.5
PROD-FA9A969C,SportZen Laptops Model-931,CAT-002,Electronics,Laptops,Valuepick,SKU-960781,644.75,323.83,12.61,False,2020-11-27,49.77
PROD-DA9196FB,HomePlus Accessories Model-654,CAT-004,Electronics,Accessories,Homeplus,SKU-217689,784.62,345.13,2.56,True,2020-12-31,56.01
PROD-3D5059FB,HomePlus Parts Model-804,CAT-020,Automotive,Parts,Natureco,SKU-728366,249.12,121.93,4.24,True,2021-11-10,51.06
PROD-699D3C65,TechPro Action Figures Model-570,CAT-018,Toys,Action Figures,Homeplus,SKU-558535,392.47,138.64,24.65,False,2018-08-07,64.68
PROD-6665ED67,ReadMore Non-Fiction Model-916,CAT-014,Books,Non-Fiction,Glowup,SKU-938628,277.41,178.6,23.36,True,2019-03-31,35.62
PROD-0D2B0EC2,TrendSet Educational Model-576,CAT-017,Toys,Educational,Techpro,SKU-257778,1283.21,821.88,22.47,False,2022-11-14,35.95
PROD-D525FACF,TrendSet Accessories Model-312,CAT-004,Electronics,Accessories,Kidsworld,SKU-461124,1735.58,1207.77,17.11,True,2024-04-04,30.41
PROD-4FE6AABF,KidsWorld Kitchen Model-882,CAT-009,Home & Garden,Kitchen,Trendset,SKU-932350,421.48,293.66,24.4,True,2024-01-03,30.33
PROD-8C5DA4F9,StyleCo Action Figures Model-796,CAT-018,Toys,Action Figures,Ecolife,SKU-934758,763.71,357.24,13.28,True,2020-07-03,53.22
PROD-DD5F8062,AutoParts Kids Model-607,CAT-007,Clothing,Kids,Styleco,SKU-823549,1839.78,1156.88,3.96,True,2019-05-30,37.12
PROD-BC1590FC,StyleCo Laptops Model-508,CAT-002,Electronics,Laptops,Quickfit,SKU-379584,1298.59,592.78,9.31,True,2019-01-03,54.35
PROD-F13ECB84,ValuePick Accessories Model-602,CAT-004,Electronics,Accessories,Glowup,SKU-131198,1422.26,980.79,16.48,True,2022-02-08,31.04
PROD-6535BB32,HomePlus Action Figures Model-156,CAT-018,Toys,Action Figures,Luxbrand,SKU-158775,451.59,174.42,24.74,True,2020-05-09,61.38
PROD-AC11E8BB,QuickFit Laptops Model-429,CAT-002,Electronics,Laptops,Readmore,SKU-776869,1476.92,750.65,4.43,True,2019-06-30,49.17
PROD-4546E90F,NatureCo Smartphones Model-347,CAT-001,Electronics,Smartphones,Trendset,SKU-337356,1180.2,802.99,2.92,False,2022-09-27,31.96
PROD-5C520AD4,StyleCo Men's Wear Model-875,CAT-005,Clothing,Men's Wear,Luxbrand,SKU-272185,60.88,30.69,17.65,True,2019-08-18,49.59
PROD-C0143194,AutoParts Furniture Model-668,CAT-008,Home & Garden,Furniture,Valuepick,SKU-556676,1134.78,660.02,19.86,False,2020-05-28,41.84
PROD-C15024F8,SportZen Kids Model-408,CAT-007,Clothing,Kids,Gadgethub,SKU-465553,1225.64,520.52,1.98,True,2023-07-19,57.53
PROD-A0566A72,GlowUp Parts Model-675,CAT-020,Automotive,Parts,Glowup,SKU-326136,1971.58,1275.97,14.45,True,2020-11-26,35.28
PROD-83ED5DAE,AutoParts Smartphones Model-928,CAT-001,Electronics,Smartphones,Readmore,SKU-574542,315.27,174.41,10.36,True,2019-03-06,44.68
